Order	Family	Genus	Species	Binomial	Traits table filled by	body_mass	data_source_body_mass	comment_body_mass	gut_type	data_source_gut_type	comments_gut_type	group_size_summer	data_source_group_size_summer	comments_group_size_summer	group_size_winter	data_source_group_size_winter	comment_group_size_winter	Litter_clutch_size	data_source_litter_clutch_size	comment_litter_clutch_size	Population_dynamics	data_source_population_dynamics	comment_population_dynamics	Habitat_type	data_source_habitat_type	comment_habitat_type	Belowground_feeding	data_source_belowground_feeding	comment_below_ground_feeding	Mobility	data_source_mobility	comment_mobility	Human_managed	data_source_human_managed	comment_human_managed	Diet_type	data_source_diet_type	comment_diet_type	diet_item_forb	data_source_diet_item_forb	comment_diet_item_forb	diet_item_graminoid	data_source_diet_item_graminoid	comment_diet_item_graminoid	diet_item_shrub	data_source_diet_item_shrub	comment_diet_item_shrub	diet_item_moss	data_source_diet_item_moss	comment_diet_item_moss	diet_item_lichen	data_source_diet_item_lichen	comment_diet_item_lichen	wintering_strategy	data_source_wintering_strategy	comment_wintering_strategy
Lagomorpha	Ochotonidae	Ochotona	collaris	Ochotona collaris	Eeva Soininen/Isabel Barrio	129.00	EltonTraits		hindgut_fermenter			solitary	Handbook of the mammals of the world		solitary	Handbook of the mammals of the world		3.35	PanTHERIA		noncyclic	Handbook of the mammals of the world		terrestrial	Handbook of the mammals of the world		none	"Hudson, J. M., Morrison, S. F., & Hik, D. S. (2008). Effects of leaf size on forage selection by collared pikas, Ochotona collaris. Arctic, Antarctic, and Alpine Research, 40(3), 481-486."		no	Handbook of the mammals of the world		none			facultative_generalist	"Hudson, J. M., Morrison, S. F., & Hik, D. S. (2008). Effects of leaf size on forage selection by collared pikas, Ochotona collaris. Arctic, Antarctic, and Alpine Research, 40(3), 481-486."		1	"Hudson, J. M., Morrison, S. F., & Hik, D. S. (2008). Effects of leaf size on forage selection by collared pikas, Ochotona collaris. Arctic, Antarctic, and Alpine Research, 40(3), 481-486."		3	"Hudson, J. M., Morrison, S. F., & Hik, D. S. (2008). Effects of leaf size on forage selection by collared pikas, Ochotona collaris. Arctic, Antarctic, and Alpine Research, 40(3), 481-486."		3	"Hudson, J. M., Morrison, S. F., & Hik, D. S. (2008). Effects of leaf size on forage selection by collared pikas, Ochotona collaris. Arctic, Antarctic, and Alpine Research, 40(3), 481-486."		1	"Hudson, J. M., Morrison, S. F., & Hik, D. S. (2008). Effects of leaf size on forage selection by collared pikas, Ochotona collaris. Arctic, Antarctic, and Alpine Research, 40(3), 481-486."		1	"Hudson, J. M., Morrison, S. F., & Hik, D. S. (2008). Effects of leaf size on forage selection by collared pikas, Ochotona collaris. Arctic, Antarctic, and Alpine Research, 40(3), 481-486."		active_below_snow		
Lagomorpha	Leporidae	Lepus	americanus	Lepus americanus	Jennifer Forbey	1710.02	EltonTraits		hindgut_fermenter			solitary			solitary			3.54	PanTHERIA		cyclic_noncyclic	Krebs et al. 2014; Handbook of the mammals of the world	9-10 years	terrestrial			none			no	expert (3)		none			facultative_generalist	expert (2)		2	Handbook of the mammals of the world		1			3	Ewacha et al. 2014		0			0			active_above_snow	Feierabend et al. 2014	
Lagomorpha	Leporidae	Lepus	arcticus	Lepus arcticus	Jennifer Forbey	4405.04	EltonTraits		hindgut_fermenter			solitary			solitary			5.62	PanTHERIA		noncyclic	Handbook of the mammals of the world		terrestrial			none			no			none			facultative_generalist			1	Handbook of the mammals of the world		1	Handbook of the mammals of the world		3	Larter 1999		1	Handbook of the mammals of the world		1	Handbook of the mammals of the world		active_above_snow	Handbook of the mammals of the world	uncertain whether they really migrate
Lagomorpha	Leporidae	Lepus	othus	Lepus othus	Jennifer Forbey	4805.96	EltonTraits		hindgut_fermenter			solitary			solitary			6.15	PanTHERIA		noncyclic	Handbook of the mammals of the world		terrestrial			none			no			none			facultative_generalist			1	"Murray, D. & Smith, A.T. 2008. Lepus othus. The IUCN Red List of Threatened Species 2008: e.T11795A3308465. http://dx.doi.org/10.2305/IUCN.UK.2008.RLTS.T11795A3308465.en. Downloaded on 22 September 2017."		2	"Murray, D. & Smith, A.T. 2008. Lepus othus. The IUCN Red List of Threatened Species 2008: e.T11795A3308465. http://dx.doi.org/10.2305/IUCN.UK.2008.RLTS.T11795A3308465.en. Downloaded on 22 September 2017."		3	Handbook of the mammals of the world		0			0			active_above_snow		
Lagomorpha	Leporidae	Lepus	timidus	Lepus timidus	Jennifer Forbey	3048.00	EltonTraits		hindgut_fermenter			solitary			solitary			3.16	PanTHERIA	3.5- 4.3 in Pehrson et al 1984 & Angerbjörn et al 1986; 5 in Langer 2002	noncyclic	Handbook of the mammals of the world		terrestrial			none			no			none			facultative_generalist	Hulbert 2001		2	Angerbjörn & Flux 1995		2	"Hulbert 2001, Angerbjörn & Flux 1995"		3	"Hulbert 2001, Angerbjörn & Flux 1995"		1	Handbook of the mammals of the world		1	Handbook of the mammals of the world		active_above_snow		
Artiodactyla	Cervidae	Rangifer	tarandus	Rangifer tarandus	Åshild Pedersen/Virve Ravolainen	86033.98	EltonTraits		ruminant			large_group	Syroechkovskii EE. 1995. Wild reindeer. Smithsonian Institutions Libraries.	There is variations in group size among sub-species. The Svalbard reindeer appear in small groups of 3-5 animals and do not aggregate in herds. Source: Øritsland NA (ed). 1986. Svalbardreinen og dens livsgrunnlag. Universitetsforlaget AS.	large_group	Syroechkovskii EE. 1995. Wild reindeer. Smithsonian Institutions Libraries.	There is variations in group size among sub-species. The Svalbard reindeer appear in small groups of 3-5 animals and do not aggregate in herds. Source: Øritsland NA (ed). 1986. Svalbardreinen og dens livsgrunnlag. Universitetsforlaget AS.	1	expert (3)		noncyclic	Syroechkovskii EE. 1995. Wild reindeer. Smithsonian Institutions Libraries.		terrestrial	Syroechkovskii EE. 1995. Wild reindeer. Smithsonian Institutions Libraries.		none			yes	Syroechkovskii EE. 1995. Wild reindeer. Smithsonian Institutions Libraries.		none			facultative_generalist	Syroechkovskii EE. 1995. Wild reindeer. Smithsonian Institutions Libraries.		2	"E.g. Syroechkovskii EE. 1995. Wild reindeer. Smithsonian Institutions Libraries; Bjorkvoll E, Pedersen B, Hytteborn H, Jonsdottir IS, Langvatn R (2009) Seasonal and Interannual Dietary Variation during Winter in Female Svalbard Reindeer (Rangifer tarandus platyrhynchus) Arctic Antarctic and Alpine Research 41:88-96; Bergerud AT (1972) Foord habits of Nwefoundland caribou. Journal of Wildlife Management 36:913-923; Skogland T (1984) Wild reindeer foraging-niche organization. Holarctic Ecology 7:345-379; Gaare E and Skogland T. 1975. Wild reindeer food habits and range use at Hardangervidda. Fennoscandian tundra ecosystems. Ecological Studies pp. 195-205; Thomas DC, Edmonds EJ and Brown KW. 1996. The diet of woodland caribou populations in west-central Alberta. Rangifer 9: 337-342; Nicholas CL and Nagy JA (2004) Seasonal changes in the composition of the diets of Peary caribou and muskoxen on Banks Island. Polar Research 23(2): 131-140"		3	"E.g. Syroechkovskii EE. 1995. Wild reindeer. Smithsonian Institutions Libraries; Bjorkvoll E, Pedersen B, Hytteborn H, Jonsdottir IS, Langvatn R (2009) Seasonal and Interannual Dietary Variation during Winter in Female Svalbard Reindeer (Rangifer tarandus platyrhynchus) Arctic Antarctic and Alpine Research 41:88-96; Bergerud AT (1972) Foord habits of Nwefoundland caribou. Journal of Wildlife Management 36:913-923; Skogland T (1984) Wild reindeer foraging-niche organization. Holarctic Ecology 7:345-379; Gaare E and Skogland T. 1975. Wild reindeer food habits and range use at Hardangervidda. Fennoscandian tundra ecosystems. Ecological Studies pp. 195-205; Thomas DC, Edmonds EJ and Brown KW. 1996. The diet of woodland caribou populations in west-central Alberta. Rangifer 9: 337-342; Nicholas CL and Nagy JA (2004) Seasonal changes in the composition of the diets of Peary caribou and muskoxen on Banks Island. Polar Research 23(2): 131-140"		2	"E.g. Syroechkovskii EE. 1995. Wild reindeer. Smithsonian Institutions Libraries; Bjorkvoll E, Pedersen B, Hytteborn H, Jonsdottir IS, Langvatn R (2009) Seasonal and Interannual Dietary Variation during Winter in Female Svalbard Reindeer (Rangifer tarandus platyrhynchus) Arctic Antarctic and Alpine Research 41:88-96; Bergerud AT (1972) Foord habits of Nwefoundland caribou. Journal of Wildlife Management 36:913-923; Skogland T (1984) Wild reindeer foraging-niche organization. Holarctic Ecology 7:345-379; Gaare E and Skogland T. 1975. Wild reindeer food habits and range use at Hardangervidda. Fennoscandian tundra ecosystems. Ecological Studies pp. 195-205; Thomas DC, Edmonds EJ and Brown KW. 1996. The diet of woodland caribou populations in west-central Alberta. Rangifer 9: 337-342; Nicholas CL and Nagy JA (2004) Seasonal changes in the composition of the diets of Peary caribou and muskoxen on Banks Island. Polar Research 23(2): 131-140"		1	"E.g. Syroechkovskii EE. 1995. Wild reindeer. Smithsonian Institutions Libraries; Bjorkvoll E, Pedersen B, Hytteborn H, Jonsdottir IS, Langvatn R (2009) Seasonal and Interannual Dietary Variation during Winter in Female Svalbard Reindeer (Rangifer tarandus platyrhynchus) Arctic Antarctic and Alpine Research 41:88-96; Bergerud AT (1972) Foord habits of Nwefoundland caribou. Journal of Wildlife Management 36:913-923; Skogland T (1984) Wild reindeer foraging-niche organization. Holarctic Ecology 7:345-379; Gaare E and Skogland T. 1975. Wild reindeer food habits and range use at Hardangervidda. Fennoscandian tundra ecosystems. Ecological Studies pp. 195-205; Thomas DC, Edmonds EJ and Brown KW. 1996. The diet of woodland caribou populations in west-central Alberta. Rangifer 9: 337-342; Nicholas CL and Nagy JA (2004) Seasonal changes in the composition of the diets of Peary caribou and muskoxen on Banks Island. Polar Research 23(2): 131-140"		2	"E.g. Syroechkovskii EE. 1995. Wild reindeer. Smithsonian Institutions Libraries; Bjorkvoll E, Pedersen B, Hytteborn H, Jonsdottir IS, Langvatn R (2009) Seasonal and Interannual Dietary Variation during Winter in Female Svalbard Reindeer (Rangifer tarandus platyrhynchus) Arctic Antarctic and Alpine Research 41:88-96; Bergerud AT (1972) Foord habits of Nwefoundland caribou. Journal of Wildlife Management 36:913-923; Skogland T (1984) Wild reindeer foraging-niche organization. Holarctic Ecology 7:345-379; Gaare E and Skogland T. 1975. Wild reindeer food habits and range use at Hardangervidda. Fennoscandian tundra ecosystems. Ecological Studies pp. 195-205; Thomas DC, Edmonds EJ and Brown KW. 1996. The diet of woodland caribou populations in west-central Alberta. Rangifer 9: 337-342; Nicholas CL and Nagy JA (2004) Seasonal changes in the composition of the diets of Peary caribou and muskoxen on Banks Island. Polar Research 23(2): 131-140"		active_above_snow	"Syroechkovskii EE. 1995. Wild reindeer. Smithsonian Institutions Libraries; Hansen BB, Aanes R and Saether BE. 2010. Partial seasonal migration in high-arctic Svalbard reindeer (Rangifer tarandus platyrhynchus). Canadian Journal of Zoology 88:1202-1209."	populations with different migratory strategiers; all categories (true_migrant; partial_migrant and resident) exist
Artiodactyla	Bovidae	Ovibos	moschatus	Ovibos moschatus	Jesper Bruun Mosbacher	340501.06	EltonTraits		ruminant			small_group	"Schmidt, N. M., Pedersen, S. H., Mosbacher, J. B., & Hansen, L. H. (2015). Long-term patterns of muskox (Ovibos moschatus) demographics in high arctic Greenland. Polar Biology, 38(10), 1667-1675."		small_group			1.01	PanTHERIA		noncyclic	expert (1)		terrestrial			none			yes	"Schmidt, N. M., Beest, F. M. V., Mosbacher, J. B., Stelvig, M., Hansen, L. H., Nabe-Nielsen, J., & Grøndahl, C. (2016). Ungulate movement in an extreme seasonal environment: year-round movement patterns of high-arctic muskoxen. Wildlife Biology, 22(6), 253-267."		none			facultative_generalist	"E.g. Klein, D. R., & Bay, C. (1990). Foraging dynamics of muskoxen in Peary Land, northern Greenland. Ecography, 13(4), 269-280 AND Larter, N. C., & Nagy, J. A. (1997). Peary caribou, muskoxen and Banks Island forage: assessing seasonal diet similarities. Rangifer17(1), 9-16."		2	"E.g. Klein, D. R., & Bay, C. (1990). Foraging dynamics of muskoxen in Peary Land, northern Greenland. Ecography, 13(4), 269-280 AND Larter, N. C., & Nagy, J. A. (1997). Peary caribou, muskoxen and Banks Island forage: assessing seasonal diet similarities. Rangifer, 17(1), 9-16."		3			2	"E.g. Klein, D. R., & Bay, C. (1990). Foraging dynamics of muskoxen in Peary Land, northern Greenland. Ecography, 13(4), 269-280 AND Larter, N. C., & Nagy, J. A. (1997). Peary caribou, muskoxen and Banks Island forage: assessing seasonal diet similarities. Rangifer, 17(1), 9-16."		1	"E.g. Klein, D. R., & Bay, C. (1990). Foraging dynamics of muskoxen in Peary Land, northern Greenland. Ecography, 13(4), 269-280 AND Larter, N. C., & Nagy, J. A. (1997). Peary caribou, muskoxen and Banks Island forage: assessing seasonal diet similarities. Rangifer, 17(1), 9-16."		1	"E.g. Klein, D. R., & Bay, C. (1990). Foraging dynamics of muskoxen in Peary Land, northern Greenland. Ecography, 13(4), 269-280 AND Larter, N. C., & Nagy, J. A. (1997). Peary caribou, muskoxen and Banks Island forage: assessing seasonal diet similarities. Rangifer, 17(1), 9-16."		active_above_snow	"Schmidt, N. M., Beest, F. M. V., Mosbacher, J. B., Stelvig, M., Hansen, L. H., Nabe-Nielsen, J., & Grøndahl, C. (2016). Ungulate movement in an extreme seasonal environment: year-round movement patterns of high-arctic muskoxen. Wildlife Biology, 22(6), 253-267."	
Artiodactyla	Cervidae	Alces	alces	Alces alces	James Speed	356998.16	EltonTraits		ruminant			solitary			solitary			1.25	PanTHERIA		cyclic_noncyclic	Peterson et al. 1998		terrestrial			none			yes	http://www.iucnredlist.org/details/56003281/0		none			facultative_specialist	Shipley et al. 2010; Parikh et al. 2016	"Im a bit uncertain here - they are strict browsers, but quite general within that…"	2	"Shipley, Lisa. ""Fifty years of food and foraging in moose: lessons in ecology from a model herbivore."" Alces: A Journal Devoted to the Biology and Management of Moose 46 (2010): 1-13."		1	"Shipley, Lisa. ""Fifty years of food and foraging in moose: lessons in ecology from a model herbivore."" Alces: A Journal Devoted to the Biology and Management of Moose 46 (2010): 1-13."		3	"Shipley, Lisa. ""Fifty years of food and foraging in moose: lessons in ecology from a model herbivore."" Alces: A Journal Devoted to the Biology and Management of Moose 46 (2010): 1-13."		0	"Shipley, Lisa. ""Fifty years of food and foraging in moose: lessons in ecology from a model herbivore."" Alces: A Journal Devoted to the Biology and Management of Moose 46 (2010): 1-13."		0	"Shipley, Lisa. ""Fifty years of food and foraging in moose: lessons in ecology from a model herbivore."" Alces: A Journal Devoted to the Biology and Management of Moose 46 (2010): 1-13."		active_above_snow		
Artiodactyla	Cervidae	Alces	americanus	Alces americanus	Jennifer Forbey	541460.44	EltonTraits		ruminant			solitary			solitary			1	PanTHERIA		noncyclic	expert (1)		terrestrial			none			yes			none			facultative_generalist			2	Jung 2015		2	Jung 2015		3	Jung 2015		1	Jung 2015		1	Jung 2015		active_above_snow		
Artiodactyla	Bovidae	Ovis	dalli	Ovis dalli	Eeva Soininen/Isabel Barrio	55650.62	EltonTraits		ruminant			family_group	Corti & Shackleton 2002		large_group			1.22	PanTHERIA		noncyclic	Hoefs & Bayer 1983		terrestrial			none			yes			none			obligatory_generalist	Seip & Bunnel 1985 CanJ Zool		2	Seip & Bunnel 1985 CanJ Zool		3	Seip & Bunnel 1985 CanJ Zool		2	Seip & Bunnel 1985 CanJ Zool		0	Seip & Bunnel 1985 CanJ Zool		1	Seip & Bunnel 1985 CanJ Zool		active_above_snow	"Festa-Bianchet, M. 2008. Ovis dalli. The IUCN Red List of Threatened Species 2008: e.T39250A10179389. http://dx.doi.org/10.2305/IUCN.UK.2008.RLTS.T39250A10179389.en. Downloaded on 21 September 2017."	
Artiodactyla	Bovidae	Ovis	nivicola	Ovis nivicola	Bryndis Marteinsdottir	90000.00	EltonTraits		ruminant	expert (3)		large_group	Harris and Tsytsulina 2008; Baskin et al. 1985 (varies over the season)		large_group	Harris and Tsytsulina 2008	15-20 individuals	1	PanTHERIA		noncyclic	expert (3)		terrestrial	Harris and Tsytsulina 2008; Baskin et al. 1985		none	Fedosenko 1986	chacked from digging to none	yes	Harris and Tsytsulina 2008; Baskin et al. 1985	Usally not 50--120 km see http://media.nwsgc.org/proceedings/NWSGC-1984%20supplement/1985-Baskin.pdf	none	Harris and Tsytsulina 2008; Baskin et al. 1985		facultative_generalist	Harris and Tsytsulina 2008; Baskin et al. 1985		1	Harris and Tsytsulina 2008; Baskin et al. 1985	not mentioned as a main/common forage item	3	Harris and Tsytsulina 2008; Baskin et al. 1985		2	Harris and Tsytsulina 2008; Baskin et al. 1985		1	Harris and Tsytsulina 2008; Baskin et al. 1985		2	Harris and Tsytsulina 2008; Baskin et al. 1985		active_above_snow	Harris and Tsytsulina 2008; Baskin et al. 1985	
Artiodactyla	Bovidae	Bison	bison	Bison bison	Eeva Soininen	579255.28	EltonTraits		ruminant			large_group			large_group			0.98	PanTHERIA		noncyclic	expert (1)		terrestrial			none			yes			none			facultative_generalist	expert (1)		1	"Gates, C. & Aune, K. 2008. Bison bison. The IUCN Red List of Threatened Species 2008: e.T2815A9485062. http://dx.doi.org/10.2305/IUCN.UK.2008.RLTS.T2815A9485062.en. Downloaded on 21 September 2017."	Eeva guessing	3	"Gates, C. & Aune, K. 2008. Bison bison. The IUCN Red List of Threatened Species 2008: e.T2815A9485062. http://dx.doi.org/10.2305/IUCN.UK.2008.RLTS.T2815A9485062.en. Downloaded on 21 September 2017."	Eeva guessing	1	"Gates, C. & Aune, K. 2008. Bison bison. The IUCN Red List of Threatened Species 2008: e.T2815A9485062. http://dx.doi.org/10.2305/IUCN.UK.2008.RLTS.T2815A9485062.en. Downloaded on 21 September 2017."	Eeva guessing	0	"Gates, C. & Aune, K. 2008. Bison bison. The IUCN Red List of Threatened Species 2008: e.T2815A9485062. http://dx.doi.org/10.2305/IUCN.UK.2008.RLTS.T2815A9485062.en. Downloaded on 21 September 2017."	Eeva guessing	1	"Gates, C. & Aune, K. 2008. Bison bison. The IUCN Red List of Threatened Species 2008: e.T2815A9485062. http://dx.doi.org/10.2305/IUCN.UK.2008.RLTS.T2815A9485062.en. Downloaded on 21 September 2017."		active_above_snow	"Gates, C. & Aune, K. 2008. Bison bison. The IUCN Red List of Threatened Species 2008: e.T2815A9485062. http://dx.doi.org/10.2305/IUCN.UK.2008.RLTS.T2815A9485062.en. Downloaded on 21 September 2017."	
Artiodactyla	Bovidae	Ovis	aries	Ovis aries	Bryndis Marteinsdottir	50000.00	EltonTraits	varies a lot depending on the breed	ruminant	expert (3)		family_group	expert (3)		large_group	expert (3)	almost no winter grazing in nordic countries	1.19	PanTHERIA		noncyclic	expert (3)		terrestrial	expert (3)		none	expert (2)		no	Warren et al. 1993; Sturludóttir 2008; Jørgensen et al. 2016		domesticated	expert (3)		facultative_generalist			2	Mysterud 2000; Thorhallsdottir and Thorsteinsson 1993		3	Mysterud 2000; Thorhallsdottir and Thorsteinsson 1993		2	Mysterud 2000; Thorhallsdottir and Thorsteinsson 1993		1	Mysterud 2000		1	Mysterud 2000		not_present	expert (3)	almost no grazing in winter by domestic sheep
Anseriformes	Anatidae	Cygnus	columbianus	Cygnus columbianus	Eileen Rees	6298.81	"Limpert, R.J. & Earnst, S.L. (1994) WWT unpubl. data for adult birds"	mean across subspecies 	undifferentiated			large_group			large_group			3.40			noncyclic			limnic			grubbing			yes			none			facultative_generalist			3			3			2			2			0			not_present		
Anseriformes	Anatidae	Cygnus	cygnus	Cygnus cygnus	Eileen Rees	9349.99	EltonTraits		undifferentiated			large_group	"Einarsson, O. 1996. Also Rees, E.C., Black, J.M., Spray, C.J. & Thorisson, S. 1991. Comparative study of the breeding success of Whooper Swans Cygnus cygnus nesting in upland and lowland regions of Iceland.  Ibis, 133: 365-373."	The proportion of the population not breeding exceeds that of breeding pairs however; hence classed here as large_group.	large_group			4.47	"Einarsson, O. 1996. Breeding biology of the Whooper Swan and factors affecting its breeding success, with notes on its social dynamics and life cycle in the wintering range. PhD thesis, University of Bristol, UK."	"Mean clutch size = 4.47 eggs; range = 2 - 7 eggs per nest. If preferred, mean brood size = 3.31 in August; lower post-migration in wintering flocks"	noncyclic			limnic			grubbing	Expert (1)	Digs for tubers in winter; probably also does so occasionally in summer but not widely recorded	yes			none			facultative_generalist	"Einarsson 1996; Brazil, M.A. 1981. The Whooper Swan. T. & A.D. Poyser, London. "		3	Einarsson 1996; Brazil 1981		3	Einarsson 1996; Brazil 1981		1	Einarsson 1996	Palatable shrubs (i.e. with berries) not recorded in Iceland study sites but may occur elsewhere.	1	Einarsson 1996	"Not found in faecal analyses, but common in breeding areas so likely ingested."	0	Einarsson 1996		not_present	"Hall C., Crowe, O., McElwaine, G., Einarsson, Ó., Calbrade, N. & Rees. E. 2016. Population size and breeding success of the Icelandic Whooper Swan Cygnus cygnus: results of the 2015 international census. Wildfowl 66: 75– 97"	"Majority (>90%) of C. cygnus migrate, but c. 7% of Icelandic-breeding population remains in Iceland over winter"
Anseriformes	Anatidae	Cygnus	buccinator	Cygnus buccinator	Eileen Rees	11071.13	EltonTraits		undifferentiated			large_group	"Mitchell, C.D. 1994. Banko, W.E. 1960."	"Proportion of the population holding territories (i.e. family_groups) versus in non-breeding flocks unclear. Classed as large_group as this seems most likely, but I can investigate further."	large_group			5	"Olsen, D., Long, B. & Mitchell, C.D. 2015. Geographic variation in Trumpeter Swan Cygnus buccinator clutch size and egg weights. Wildfowl 65: 133–142."	Mean clutch size = 5 eggs; range = 1 - 9 eggs per nest	noncyclic			limnic			grubbing	"Banko, W.E. 1960. The Trumpeter Swan. Its history, habitats, and populatoin in the United States. University of Nebraska Press, Lincoln and London."	"Feeds primarily on grasses/sedges when on tundra and on aquatic vegetation in the water column, but also known to dig for tubers."	yes			none		Reintroduced populations in parts of the United States.	facultative_generalist	"Mitchell, C.D. 1994. Banko, W.E. 1960."		3	"Mitchell, C.D. 1994. Banko, W.E. 1960."		3	"Mitchell, C.D. 1994. Banko, W.E. 1960."		2	"Mitchell, C.D. 1994."	Blueberries (Vaccinium spp.) and Mountain Cranberry (Vaccinium vitis-idaea) berries taken in season.	2	"Mitchell, C.D. 1994."		0	"Mitchell, C.D. 1994."		not_present	"Mitchell, C.D. 1994. Trumpeter Swan (Cygnus buccinator). In The Birds of North America, No. 105 (A. Poole & F. Gill, eds.). The Academy of Natural Sciences, Philadelphia, and The American Ornithologists' Union, Washington D.C. "	"Note that the restored Tristate sub-population is mainly sedentary, but I've left this as true-migrant because the Tri-state birds breed to the south of the Arctic region. "
Anseriformes	Anatidae	Anser	brachyrhynchus	Anser brachyrhynchus	James Speed	2642.04	EltonTraits		undifferentiated	"Mackie, Roderick I. ""Mutualistic fermentative digestion in the gastrointestinal tract: diversity and evolution."" Integrative and Comparative Biology 42.2 (2002): 319-326."	"geese could be classified as hind-gut fermenters, but usually seen as high-throughput herbivores with relatively undifferentiated guts"	large_group			large_group			4	http://www.npolar.no/en/species/pink-footed-goose.html		noncyclic			limnic			grubbing	"Fox, T.A., Francis, I.S. & Bergersen, E. (2006) Diet and habitat use of Svalbard Pink-footed Geese Anser brachyrhynchus during arrival and pre-breeding periods in Adventdalen. Ardea, 94, 691-699."		yes			none			facultative_generalist	"Fox, T.A., Francis, I.S. & Bergersen, E. (2006) Diet and habitat use of Svalbard Pink-footed Geese Anser brachyrhynchus during arrival and pre-breeding periods in Adventdalen. Ardea, 94, 691-699."		3	"Fox, T.A., Francis, I.S. & Bergersen, E. (2006) Diet and habitat use of Svalbard Pink-footed Geese Anser brachyrhynchus during arrival and pre-breeding periods in Adventdalen. Ardea, 94, 691-699."		3	"Fox, T.A., Francis, I.S. & Bergersen, E. (2006) Diet and habitat use of Svalbard Pink-footed Geese Anser brachyrhynchus during arrival and pre-breeding periods in Adventdalen. Ardea, 94, 691-699."		1	"Fox, T.A., Francis, I.S. & Bergersen, E. (2006) Diet and habitat use of Svalbard Pink-footed Geese Anser brachyrhynchus during arrival and pre-breeding periods in Adventdalen. Ardea, 94, 691-699."	Blueberries (Vaccinium spp.) and Mountain Cranberry (Vaccinium vitis-idaea) berries taken in season.	1	"Fox, T.A., Francis, I.S. & Bergersen, E. (2006) Diet and habitat use of Svalbard Pink-footed Geese Anser brachyrhynchus during arrival and pre-breeding periods in Adventdalen. Ardea, 94, 691-699."		0	"Fox, T.A., Francis, I.S. & Bergersen, E. (2006) Diet and habitat use of Svalbard Pink-footed Geese Anser brachyrhynchus during arrival and pre-breeding periods in Adventdalen. Ardea, 94, 691-699."		not_present		
Anseriformes	Anatidae	Anser	albifrons	Anser albifrons	Sonya Rozenfield	2506.39	EltonTraits		undifferentiated			large_group			large_group			5	AnAge database		noncyclic			limnic			grubbing			yes			none			facultative_generalist			2			3			2			1			0			not_present		
Anseriformes	Anatidae	Anser	anser	Anser anser	Ingunn Tombre/Sonya Rozenfeld	3302.41	EltonTraits		undifferentiated			large_group			large_group			5	http://www.avibirds.com/html/ducks/Greylag_Goose.html#.WU0aSsl2daQ		noncyclic			limnic			grubbing			yes			none			facultative_generalist			1			3			1			0			0			not_present		
Anseriformes	Anatidae	Anser	fabalis	Anser fabalis	Ingunn Tombre/Sonya Rozenfeld	2754.73	EltonTraits		undifferentiated			large_group			large_group			4	AnAge database		noncyclic			limnic			grubbing			yes			none			facultative_generalist			3			3			2			1			0			not_present		
Anseriformes	Anatidae	Anser	erythropus	Anser erythropus	Sonya Rozenfield	1755.50	EltonTraits		undifferentiated			large_group			large_group			5	https://globalspecies.org/ntaxa/829266		noncyclic			limnic			none	expert (1)		yes			none			facultative_generalist	"Markkola, J., Niemelä, M., & Rytkönen, S. (2003). Diet selection of lesser white?fronted geese Anser erythropus at a spring staging area. Ecography, 26(6), 705-714."		1	"Markkola, J., Niemelä, M., & Rytkönen, S. (2003). Diet selection of lesser white?fronted geese Anser erythropus at a spring staging area. Ecography, 26(6), 705-714."		3	"Markkola, J., Niemelä, M., & Rytkönen, S. (2003). Diet selection of lesser white?fronted geese Anser erythropus at a spring staging area. Ecography, 26(6), 705-714."		1	"Markkola, J., Niemelä, M., & Rytkönen, S. (2003). Diet selection of lesser white?fronted geese Anser erythropus at a spring staging area. Ecography, 26(6), 705-714."		0	"Markkola, J., Niemelä, M., & Rytkönen, S. (2003). Diet selection of lesser white?fronted geese Anser erythropus at a spring staging area. Ecography, 26(6), 705-714."		0	"Markkola, J., Niemelä, M., & Rytkönen, S. (2003). Diet selection of lesser white?fronted geese Anser erythropus at a spring staging area. Ecography, 26(6), 705-714."		not_present		
